"Step","Init=inherit; thres=0.0245; L1=5e-3; sparsity=0.4 (176825_retrain_8417) - alpha val MAE","Init=inherit; thres=0.0245; L1=5e-3; sparsity=0.4 (176825_retrain_8417) - alpha val MAE__MIN","Init=inherit; thres=0.0245; L1=5e-3; sparsity=0.4 (176825_retrain_8417) - alpha val MAE__MAX","Init=rand; thres=0.0245; L1=5e-3; sparsity=0.4 (176825_retrain_823) - alpha val MAE","Init=rand; thres=0.0245; L1=5e-3; sparsity=0.4 (176825_retrain_823) - alpha val MAE__MIN","Init=rand; thres=0.0245; L1=5e-3; sparsity=0.4 (176825_retrain_823) - alpha val MAE__MAX"
"2018","0.07081301510334015","0.07081301510334015","0.07081301510334015","0.07423112541437149","0.07423112541437149","0.07423112541437149"
"2027","0.07090573012828827","0.07090573012828827","0.07090573012828827","0.07391441613435745","0.07391441613435745","0.07391441613435745"
"2036","0.07085912674665451","0.07085912674665451","0.07085912674665451","0.07392376661300659","0.07392376661300659","0.07392376661300659"
"2045","0.07092595845460892","0.07092595845460892","0.07092595845460892","0.07401858270168304","0.07401858270168304","0.07401858270168304"
"2054","0.0709284245967865","0.0709284245967865","0.0709284245967865","0.07404149323701859","0.07404149323701859","0.07404149323701859"
"2062","0.07087697833776474","0.07087697833776474","0.07087697833776474","0.07392220944166183","0.07392220944166183","0.07392220944166183"
"2071","0.07075401395559311","0.07075401395559311","0.07075401395559311","0.07386516034603119","0.07386516034603119","0.07386516034603119"
"2080","0.07084447890520096","0.07084447890520096","0.07084447890520096","0.07392730563879013","0.07392730563879013","0.07392730563879013"
"2089","0.0708124041557312","0.0708124041557312","0.0708124041557312","0.07390812784433365","0.07390812784433365","0.07390812784433365"
"2098","0.0707809180021286","0.0707809180021286","0.0707809180021286","0.07390815764665604","0.07390815764665604","0.07390815764665604"
"2106","0.07078509777784348","0.07078509777784348","0.07078509777784348","0.07388614863157272","0.07388614863157272","0.07388614863157272"
"2115","0.07072912156581879","0.07072912156581879","0.07072912156581879","0.07392451167106628","0.07392451167106628","0.07392451167106628"
"2124","0.07084029167890549","0.07084029167890549","0.07084029167890549","0.07380988448858261","0.07380988448858261","0.07380988448858261"
"2133","0.07077227532863617","0.07077227532863617","0.07077227532863617","0.07380751520395279","0.07380751520395279","0.07380751520395279"
"2142","0.07073924690485","0.07073924690485","0.07073924690485","0.07390331476926804","0.07390331476926804","0.07390331476926804"
"2151","0.07075707614421844","0.07075707614421844","0.07075707614421844","0.07379768043756485","0.07379768043756485","0.07379768043756485"
"2159","0.07075557112693787","0.07075557112693787","0.07075557112693787","0.07397644966840744","0.07397644966840744","0.07397644966840744"
"2168","0.07074417918920517","0.07074417918920517","0.07074417918920517","0.07373298704624176","0.07373298704624176","0.07373298704624176"
"2177","0.07077407091856003","0.07077407091856003","0.07077407091856003","0.07372379302978516","0.07372379302978516","0.07372379302978516"
"2186","0.07074512541294098","0.07074512541294098","0.07074512541294098","0.07377579808235168","0.07377579808235168","0.07377579808235168"
"2195","0.07076214253902435","0.07076214253902435","0.07076214253902435","0.07376924157142639","0.07376924157142639","0.07376924157142639"
"2204","0.07067061960697174","0.07067061960697174","0.07067061960697174","0.07369408011436462","0.07369408011436462","0.07369408011436462"
