"Step","Init=inherit; thres=0.0245; L1=5e-3; sparsity=0.4 (176825_retrain_8417) - alpha val MAE","Init=inherit; thres=0.0245; L1=5e-3; sparsity=0.4 (176825_retrain_8417) - alpha val MAE__MIN","Init=inherit; thres=0.0245; L1=5e-3; sparsity=0.4 (176825_retrain_8417) - alpha val MAE__MAX","Init=rand; thres=0.0245; L1=5e-3; sparsity=0.4 (176825_retrain_823) - alpha val MAE","Init=rand; thres=0.0245; L1=5e-3; sparsity=0.4 (176825_retrain_823) - alpha val MAE__MIN","Init=rand; thres=0.0245; L1=5e-3; sparsity=0.4 (176825_retrain_823) - alpha val MAE__MAX"
"237","0.1543693244457245","0.1543693244457245","0.1543693244457245","0.276759535074234","0.276759535074234","0.276759535074234"
"245","0.18806859850883484","0.18806859850883484","0.18806859850883484","0.204445943236351","0.204445943236351","0.204445943236351"
"254","0.1732645183801651","0.1732645183801651","0.1732645183801651","0.28072184324264526","0.28072184324264526","0.28072184324264526"
"263","0.15667594969272614","0.15667594969272614","0.15667594969272614","0.17495182156562805","0.17495182156562805","0.17495182156562805"
"272","0.15858198702335358","0.15858198702335358","0.15858198702335358","0.18699456751346588","0.18699456751346588","0.18699456751346588"
"281","0.23944087326526642","0.23944087326526642","0.23944087326526642","0.16425380110740662","0.16425380110740662","0.16425380110740662"
"290","0.17007789015769958","0.17007789015769958","0.17007789015769958","0.1677045226097107","0.1677045226097107","0.1677045226097107"
"298","0.15390633046627045","0.15390633046627045","0.15390633046627045","0.15471422672271729","0.15471422672271729","0.15471422672271729"
"307","0.16375508904457092","0.16375508904457092","0.16375508904457092","0.19191768765449524","0.19191768765449524","0.19191768765449524"
"316","0.16044124960899353","0.16044124960899353","0.16044124960899353","0.4211590886116028","0.4211590886116028","0.4211590886116028"
"325","0.14603473246097565","0.14603473246097565","0.14603473246097565","0.16944797337055206","0.16944797337055206","0.16944797337055206"
"334","0.14545337855815887","0.14545337855815887","0.14545337855815887","0.15927384793758392","0.15927384793758392","0.15927384793758392"
"342","0.14186011254787445","0.14186011254787445","0.14186011254787445","0.14112965762615204","0.14112965762615204","0.14112965762615204"
"351","0.3168371915817261","0.3168371915817261","0.3168371915817261","0.1541879028081894","0.1541879028081894","0.1541879028081894"
"360","0.15287145972251892","0.15287145972251892","0.15287145972251892","0.16799668967723846","0.16799668967723846","0.16799668967723846"
"369","0.14734004437923431","0.14734004437923431","0.14734004437923431","0.17715758085250854","0.17715758085250854","0.17715758085250854"
"378","0.3967624306678772","0.3967624306678772","0.3967624306678772","0.19560684263706207","0.19560684263706207","0.19560684263706207"
"387","0.20519916713237762","0.20519916713237762","0.20519916713237762","0.1732027530670166","0.1732027530670166","0.1732027530670166"
"395","0.13201752305030823","0.13201752305030823","0.13201752305030823","0.16732314229011536","0.16732314229011536","0.16732314229011536"
"404","0.1429232656955719","0.1429232656955719","0.1429232656955719","0.14682596921920776","0.14682596921920776","0.14682596921920776"
"413","0.1828995943069458","0.1828995943069458","0.1828995943069458","0.17414627969264984","0.17414627969264984","0.17414627969264984"
"422","0.136873260140419","0.136873260140419","0.136873260140419","0.15885592997074127","0.15885592997074127","0.15885592997074127"
"431","0.16180360317230225","0.16180360317230225","0.16180360317230225","0.39671826362609863","0.39671826362609863","0.39671826362609863"
"440","0.1982736736536026","0.1982736736536026","0.1982736736536026","0.18396925926208496","0.18396925926208496","0.18396925926208496"
"448","0.1399991363286972","0.1399991363286972","0.1399991363286972","0.16501523554325104","0.16501523554325104","0.16501523554325104"
"457","0.17032583057880402","0.17032583057880402","0.17032583057880402","0.18880389630794525","0.18880389630794525","0.18880389630794525"
"466","0.14262403547763824","0.14262403547763824","0.14262403547763824","0.1806022673845291","0.1806022673845291","0.1806022673845291"
"475","0.17389008402824402","0.17389008402824402","0.17389008402824402","0.13743756711483002","0.13743756711483002","0.13743756711483002"
"484","0.15071247518062592","0.15071247518062592","0.15071247518062592","0.1383775770664215","0.1383775770664215","0.1383775770664215"
"492","0.130008727312088","0.130008727312088","0.130008727312088","0.13232365250587463","0.13232365250587463","0.13232365250587463"
"501","0.132978618144989","0.132978618144989","0.132978618144989","0.19494368135929108","0.19494368135929108","0.19494368135929108"
"510","0.1811392903327942","0.1811392903327942","0.1811392903327942","0.157441645860672","0.157441645860672","0.157441645860672"
"519","0.49837976694107056","0.49837976694107056","0.49837976694107056","0.14926618337631226","0.14926618337631226","0.14926618337631226"
"528","0.12739479541778564","0.12739479541778564","0.12739479541778564","0.1364673227071762","0.1364673227071762","0.1364673227071762"
"537","0.13204750418663025","0.13204750418663025","0.13204750418663025","0.18426796793937683","0.18426796793937683","0.18426796793937683"
"545","0.1439879834651947","0.1439879834651947","0.1439879834651947","0.12039271742105484","0.12039271742105484","0.12039271742105484"
"554","0.13653399050235748","0.13653399050235748","0.13653399050235748","0.12210046499967575","0.12210046499967575","0.12210046499967575"
"563","0.13068363070487976","0.13068363070487976","0.13068363070487976","0.15852534770965576","0.15852534770965576","0.15852534770965576"
"572","0.14159496128559113","0.14159496128559113","0.14159496128559113","0.14799624681472778","0.14799624681472778","0.14799624681472778"
"581","0.13273613154888153","0.13273613154888153","0.13273613154888153","0.1491919904947281","0.1491919904947281","0.1491919904947281"
"589","0.1833905130624771","0.1833905130624771","0.1833905130624771","0.13848748803138733","0.13848748803138733","0.13848748803138733"
"598","0.3174203038215637","0.3174203038215637","0.3174203038215637","0.11759059131145477","0.11759059131145477","0.11759059131145477"
"607","0.21252696216106415","0.21252696216106415","0.21252696216106415","0.15184465050697327","0.15184465050697327","0.15184465050697327"
"616","0.11402226239442825","0.11402226239442825","0.11402226239442825","0.1386510282754898","0.1386510282754898","0.1386510282754898"
"625","0.12695063650608063","0.12695063650608063","0.12695063650608063","0.15192082524299622","0.15192082524299622","0.15192082524299622"
"634","0.13621297478675842","0.13621297478675842","0.13621297478675842","0.19635258615016937","0.19635258615016937","0.19635258615016937"
"642","0.1154506728053093","0.1154506728053093","0.1154506728053093","0.12564539909362793","0.12564539909362793","0.12564539909362793"
"651","0.2970196008682251","0.2970196008682251","0.2970196008682251","0.1425033062696457","0.1425033062696457","0.1425033062696457"
"660","0.12117177248001099","0.12117177248001099","0.12117177248001099","0.15709002315998077","0.15709002315998077","0.15709002315998077"
"669","0.11895200610160828","0.11895200610160828","0.11895200610160828","0.14273697137832642","0.14273697137832642","0.14273697137832642"
"678","0.12676961719989777","0.12676961719989777","0.12676961719989777","0.19014406204223633","0.19014406204223633","0.19014406204223633"
"686","0.142904594540596","0.142904594540596","0.142904594540596","0.14062777161598206","0.14062777161598206","0.14062777161598206"
"695","0.15876053273677826","0.15876053273677826","0.15876053273677826","0.20682616531848907","0.20682616531848907","0.20682616531848907"
"704","0.14957165718078613","0.14957165718078613","0.14957165718078613","0.1145077720284462","0.1145077720284462","0.1145077720284462"
"713","0.12953834235668182","0.12953834235668182","0.12953834235668182","0.1287921518087387","0.1287921518087387","0.1287921518087387"
"722","0.11434434354305267","0.11434434354305267","0.11434434354305267","0.12871581315994263","0.12871581315994263","0.12871581315994263"
"731","0.1158754974603653","0.1158754974603653","0.1158754974603653","0.1437368094921112","0.1437368094921112","0.1437368094921112"
"739","0.17764447629451752","0.17764447629451752","0.17764447629451752","0.1669161170721054","0.1669161170721054","0.1669161170721054"
"748","0.32050108909606934","0.32050108909606934","0.32050108909606934","0.20683640241622925","0.20683640241622925","0.20683640241622925"
"757","0.11694338917732239","0.11694338917732239","0.11694338917732239","0.11958202719688416","0.11958202719688416","0.11958202719688416"
"766","0.13870689272880554","0.13870689272880554","0.13870689272880554","0.17563393712043762","0.17563393712043762","0.17563393712043762"
"775","0.11194230616092682","0.11194230616092682","0.11194230616092682","0.1332152932882309","0.1332152932882309","0.1332152932882309"
"783","0.11187828332185745","0.11187828332185745","0.11187828332185745","0.12572234869003296","0.12572234869003296","0.12572234869003296"
"792","0.12389130890369415","0.12389130890369415","0.12389130890369415","0.14274850487709045","0.14274850487709045","0.14274850487709045"
"801","0.1433929204940796","0.1433929204940796","0.1433929204940796","0.1569531261920929","0.1569531261920929","0.1569531261920929"
"810","0.1254086196422577","0.1254086196422577","0.1254086196422577","0.18053700029850006","0.18053700029850006","0.18053700029850006"
"819","0.17953802645206451","0.17953802645206451","0.17953802645206451","0.11251407116651535","0.11251407116651535","0.11251407116651535"
"828","0.17100869119167328","0.17100869119167328","0.17100869119167328","0.11309827864170074","0.11309827864170074","0.11309827864170074"
"836","0.15018413960933685","0.15018413960933685","0.15018413960933685","0.13122126460075378","0.13122126460075378","0.13122126460075378"
"845","0.12417411804199219","0.12417411804199219","0.12417411804199219","0.12146154046058655","0.12146154046058655","0.12146154046058655"
"854","0.16169357299804688","0.16169357299804688","0.16169357299804688","0.11395364999771118","0.11395364999771118","0.11395364999771118"
"863","0.13723969459533691","0.13723969459533691","0.13723969459533691","0.13258925080299377","0.13258925080299377","0.13258925080299377"
"872","0.12081070989370346","0.12081070989370346","0.12081070989370346","0.1762922704219818","0.1762922704219818","0.1762922704219818"
"881","0.1442210078239441","0.1442210078239441","0.1442210078239441","0.12187867611646652","0.12187867611646652","0.12187867611646652"
"889","0.12599000334739685","0.12599000334739685","0.12599000334739685","0.14043530821800232","0.14043530821800232","0.14043530821800232"
"898","0.12324004620313644","0.12324004620313644","0.12324004620313644","0.10260893404483795","0.10260893404483795","0.10260893404483795"
"907","0.13780467212200165","0.13780467212200165","0.13780467212200165","0.10856977850198746","0.10856977850198746","0.10856977850198746"
"916","0.11391343176364899","0.11391343176364899","0.11391343176364899","0.6331873536109924","0.6331873536109924","0.6331873536109924"
"925","0.14455047249794006","0.14455047249794006","0.14455047249794006","0.13175557553768158","0.13175557553768158","0.13175557553768158"
"933","0.11663682013750076","0.11663682013750076","0.11663682013750076","0.19647110998630524","0.19647110998630524","0.19647110998630524"
"942","0.14244499802589417","0.14244499802589417","0.14244499802589417","0.1313033550977707","0.1313033550977707","0.1313033550977707"
"951","0.18713167309761047","0.18713167309761047","0.18713167309761047","0.1162237823009491","0.1162237823009491","0.1162237823009491"
"960","0.11548971384763718","0.11548971384763718","0.11548971384763718","0.15938854217529297","0.15938854217529297","0.15938854217529297"
"969","0.2517525553703308","0.2517525553703308","0.2517525553703308","0.11243030428886414","0.11243030428886414","0.11243030428886414"
"978","0.12905359268188477","0.12905359268188477","0.12905359268188477","0.12931154668331146","0.12931154668331146","0.12931154668331146"
"986","0.1671007126569748","0.1671007126569748","0.1671007126569748","0.11082129180431366","0.11082129180431366","0.11082129180431366"
"995","0.1634572446346283","0.1634572446346283","0.1634572446346283","0.262410044670105","0.262410044670105","0.262410044670105"
"1004","0.12947724759578705","0.12947724759578705","0.12947724759578705","0.1337774246931076","0.1337774246931076","0.1337774246931076"
"1013","0.10746639221906662","0.10746639221906662","0.10746639221906662","0.10973304510116577","0.10973304510116577","0.10973304510116577"
"1022","0.12447615712881088","0.12447615712881088","0.12447615712881088","0.12519323825836182","0.12519323825836182","0.12519323825836182"
"1030","0.2961735129356384","0.2961735129356384","0.2961735129356384","0.13346010446548462","0.13346010446548462","0.13346010446548462"
"1039","0.21387231349945068","0.21387231349945068","0.21387231349945068","0.1281943917274475","0.1281943917274475","0.1281943917274475"
"1048","0.1550886631011963","0.1550886631011963","0.1550886631011963","0.16196852922439575","0.16196852922439575","0.16196852922439575"
"1057","0.12235306948423386","0.12235306948423386","0.12235306948423386","0.15735793113708496","0.15735793113708496","0.15735793113708496"
"1066","0.1370876282453537","0.1370876282453537","0.1370876282453537","0.12968750298023224","0.12968750298023224","0.12968750298023224"
"1075","0.13072118163108826","0.13072118163108826","0.13072118163108826","0.12389308959245682","0.12389308959245682","0.12389308959245682"
"1083","0.1565639227628708","0.1565639227628708","0.1565639227628708","0.12809541821479797","0.12809541821479797","0.12809541821479797"
"1092","0.14650751650333405","0.14650751650333405","0.14650751650333405","0.15944601595401764","0.15944601595401764","0.15944601595401764"
"1101","0.17750145494937897","0.17750145494937897","0.17750145494937897","0.14914603531360626","0.14914603531360626","0.14914603531360626"
"1110","0.1245502382516861","0.1245502382516861","0.1245502382516861","0.10851823538541794","0.10851823538541794","0.10851823538541794"
"1119","0.10838150978088379","0.10838150978088379","0.10838150978088379","0.1287759244441986","0.1287759244441986","0.1287759244441986"
"1127","0.11987319588661194","0.11987319588661194","0.11987319588661194","0.1450485736131668","0.1450485736131668","0.1450485736131668"
"1136","0.11347870528697968","0.11347870528697968","0.11347870528697968","0.11426614224910736","0.11426614224910736","0.11426614224910736"
"1145","0.12334197014570236","0.12334197014570236","0.12334197014570236","0.25628072023391724","0.25628072023391724","0.25628072023391724"
"1154","0.13950231671333313","0.13950231671333313","0.13950231671333313","0.712370753288269","0.712370753288269","0.712370753288269"
"1163","0.14752604067325592","0.14752604067325592","0.14752604067325592","0.4767208993434906","0.4767208993434906","0.4767208993434906"
"1172","0.11049512028694153","0.11049512028694153","0.11049512028694153","0.6027740836143494","0.6027740836143494","0.6027740836143494"
"1180","0.12359219044446945","0.12359219044446945","0.12359219044446945","0.35986414551734924","0.35986414551734924","0.35986414551734924"
"1189","0.12641242146492004","0.12641242146492004","0.12641242146492004","0.3511775732040405","0.3511775732040405","0.3511775732040405"
"1198","0.11204598098993301","0.11204598098993301","0.11204598098993301","0.281011700630188","0.281011700630188","0.281011700630188"
"1207","0.1075720265507698","0.1075720265507698","0.1075720265507698","0.2505846321582794","0.2505846321582794","0.2505846321582794"
"1216","0.30033445358276367","0.30033445358276367","0.30033445358276367","0.24111022055149078","0.24111022055149078","0.24111022055149078"
"1224","0.12171567231416702","0.12171567231416702","0.12171567231416702","0.2215118557214737","0.2215118557214737","0.2215118557214737"
"1233","0.10563043504953384","0.10563043504953384","0.10563043504953384","0.39610955119132996","0.39610955119132996","0.39610955119132996"
"1242","0.1402965635061264","0.1402965635061264","0.1402965635061264","0.252668172121048","0.252668172121048","0.252668172121048"
"1251","0.1179853156208992","0.1179853156208992","0.1179853156208992","0.19794334471225739","0.19794334471225739","0.19794334471225739"
"1260","0.1761215776205063","0.1761215776205063","0.1761215776205063","0.21929332613945007","0.21929332613945007","0.21929332613945007"
"1269","0.11546803265810013","0.11546803265810013","0.11546803265810013","0.18760983645915985","0.18760983645915985","0.18760983645915985"
"1277","0.112119659781456","0.112119659781456","0.112119659781456","0.16021384298801422","0.16021384298801422","0.16021384298801422"
"1286","0.1454327404499054","0.1454327404499054","0.1454327404499054","0.14419321715831757","0.14419321715831757","0.14419321715831757"
"1295","0.1185213178396225","0.1185213178396225","0.1185213178396225","0.1708260327577591","0.1708260327577591","0.1708260327577591"
"1304","0.12230709195137024","0.12230709195137024","0.12230709195137024","0.17842024564743042","0.17842024564743042","0.17842024564743042"
"1313","0.10065856575965881","0.10065856575965881","0.10065856575965881","0.18240974843502045","0.18240974843502045","0.18240974843502045"
"1322","0.10260409116744995","0.10260409116744995","0.10260409116744995","0.20820210874080658","0.20820210874080658","0.20820210874080658"
"1330","0.14709177613258362","0.14709177613258362","0.14709177613258362","0.1405637413263321","0.1405637413263321","0.1405637413263321"
"1339","0.10282444208860397","0.10282444208860397","0.10282444208860397","0.15068578720092773","0.15068578720092773","0.15068578720092773"
"1348","0.1006433516740799","0.1006433516740799","0.1006433516740799","0.2221999168395996","0.2221999168395996","0.2221999168395996"
"1357","0.18627090752124786","0.18627090752124786","0.18627090752124786","0.13786451518535614","0.13786451518535614","0.13786451518535614"
"1366","0.11026666313409805","0.11026666313409805","0.11026666313409805","0.13401935994625092","0.13401935994625092","0.13401935994625092"
"1374","0.1311844289302826","0.1311844289302826","0.1311844289302826","0.14004716277122498","0.14004716277122498","0.14004716277122498"
"1383","0.10384900122880936","0.10384900122880936","0.10384900122880936","0.1328599452972412","0.1328599452972412","0.1328599452972412"
"1392","0.10489790886640549","0.10489790886640549","0.10489790886640549","0.22872312366962433","0.22872312366962433","0.22872312366962433"
"1401","0.10111972689628601","0.10111972689628601","0.10111972689628601","0.11079315096139908","0.11079315096139908","0.11079315096139908"
"1410","0.10231141746044159","0.10231141746044159","0.10231141746044159","0.15730558335781097","0.15730558335781097","0.15730558335781097"
"1419","0.0982729122042656","0.0982729122042656","0.0982729122042656","0.25438618659973145","0.25438618659973145","0.25438618659973145"
"1427","0.11326277256011963","0.11326277256011963","0.11326277256011963","0.12382324784994125","0.12382324784994125","0.12382324784994125"
"1436","0.10413675010204315","0.10413675010204315","0.10413675010204315","0.11738747358322144","0.11738747358322144","0.11738747358322144"
"1445","0.10849259793758392","0.10849259793758392","0.10849259793758392","0.17871910333633423","0.17871910333633423","0.17871910333633423"
"1454","0.13722142577171326","0.13722142577171326","0.13722142577171326","0.14441506564617157","0.14441506564617157","0.14441506564617157"
"1463","0.1067676842212677","0.1067676842212677","0.1067676842212677","0.1345832794904709","0.1345832794904709","0.1345832794904709"
"1471","0.12194094061851501","0.12194094061851501","0.12194094061851501","1.4878648519515991","1.4878648519515991","1.4878648519515991"
"1480","0.14638066291809082","0.14638066291809082","0.14638066291809082","0.2981153726577759","0.2981153726577759","0.2981153726577759"
"1489","0.10686145722866058","0.10686145722866058","0.10686145722866058","0.19365322589874268","0.19365322589874268","0.19365322589874268"
"1498","0.22038723528385162","0.22038723528385162","0.22038723528385162","0.18537916243076324","0.18537916243076324","0.18537916243076324"
"1507","0.13033327460289001","0.13033327460289001","0.13033327460289001","0.15676864981651306","0.15676864981651306","0.15676864981651306"
"1516","0.10818830877542496","0.10818830877542496","0.10818830877542496","0.15149912238121033","0.15149912238121033","0.15149912238121033"
"1524","0.09899013489484787","0.09899013489484787","0.09899013489484787","0.13538481295108795","0.13538481295108795","0.13538481295108795"
"1533","0.12360616773366928","0.12360616773366928","0.12360616773366928","0.23280911147594452","0.23280911147594452","0.23280911147594452"
"1542","0.20275405049324036","0.20275405049324036","0.20275405049324036","0.16064053773880005","0.16064053773880005","0.16064053773880005"
"1551","0.15772941708564758","0.15772941708564758","0.15772941708564758","0.14709731936454773","0.14709731936454773","0.14709731936454773"
"1560","0.12128450721502304","0.12128450721502304","0.12128450721502304","0.1287282407283783","0.1287282407283783","0.1287282407283783"
"1568","0.10366012156009674","0.10366012156009674","0.10366012156009674","0.14111772179603577","0.14111772179603577","0.14111772179603577"
"1577","0.10674304515123367","0.10674304515123367","0.10674304515123367","0.19092987477779388","0.19092987477779388","0.19092987477779388"
"1586","0.11359263956546783","0.11359263956546783","0.11359263956546783","0.18376047909259796","0.18376047909259796","0.18376047909259796"
"1595","0.11271455883979797","0.11271455883979797","0.11271455883979797","0.12892918288707733","0.12892918288707733","0.12892918288707733"
"1604","0.1672160029411316","0.1672160029411316","0.1672160029411316","0.1299280822277069","0.1299280822277069","0.1299280822277069"
"1613","0.0970417782664299","0.0970417782664299","0.0970417782664299","0.13935118913650513","0.13935118913650513","0.13935118913650513"
"1621","0.15690958499908447","0.15690958499908447","0.15690958499908447","0.14425469934940338","0.14425469934940338","0.14425469934940338"
"1630","0.10796273499727249","0.10796273499727249","0.10796273499727249","0.12347093224525452","0.12347093224525452","0.12347093224525452"
"1639","0.09717946499586105","0.09717946499586105","0.09717946499586105","0.12676496803760529","0.12676496803760529","0.12676496803760529"
"1648","0.11432971060276031","0.11432971060276031","0.11432971060276031","0.12756171822547913","0.12756171822547913","0.12756171822547913"
"1657","0.12776115536689758","0.12776115536689758","0.12776115536689758","0.40384921431541443","0.40384921431541443","0.40384921431541443"
"1665","0.11674440652132034","0.11674440652132034","0.11674440652132034","0.11902347952127457","0.11902347952127457","0.11902347952127457"
"1674","0.10562168061733246","0.10562168061733246","0.10562168061733246","0.1477934718132019","0.1477934718132019","0.1477934718132019"
"1683","0.0935554951429367","0.0935554951429367","0.0935554951429367","0.11759871989488602","0.11759871989488602","0.11759871989488602"
"1692","0.09601037204265594","0.09601037204265594","0.09601037204265594","0.11404412239789963","0.11404412239789963","0.11404412239789963"
"1701","0.2847970128059387","0.2847970128059387","0.2847970128059387","0.13115251064300537","0.13115251064300537","0.13115251064300537"
"1710","0.11787967383861542","0.11787967383861542","0.11787967383861542","0.14408357441425323","0.14408357441425323","0.14408357441425323"
"1718","0.1459006369113922","0.1459006369113922","0.1459006369113922","0.1261293590068817","0.1261293590068817","0.1261293590068817"
"1727","0.11318795382976532","0.11318795382976532","0.11318795382976532","0.10896732658147812","0.10896732658147812","0.10896732658147812"
"1736","0.10772712528705597","0.10772712528705597","0.10772712528705597","0.11320996284484863","0.11320996284484863","0.11320996284484863"
"1745","0.10922212153673172","0.10922212153673172","0.10922212153673172","0.1499364972114563","0.1499364972114563","0.1499364972114563"
"1754","0.1049037054181099","0.1049037054181099","0.1049037054181099","0.11699246615171432","0.11699246615171432","0.11699246615171432"
"1763","0.1045699343085289","0.1045699343085289","0.1045699343085289","0.12234757840633392","0.12234757840633392","0.12234757840633392"
"1771","0.08024847507476807","0.08024847507476807","0.08024847507476807","0.09343171119689941","0.09343171119689941","0.09343171119689941"
"1780","0.07939276099205017","0.07939276099205017","0.07939276099205017","0.09003733843564987","0.09003733843564987","0.09003733843564987"
"1789","0.07660133391618729","0.07660133391618729","0.07660133391618729","0.08838628232479095","0.08838628232479095","0.08838628232479095"
"1798","0.07582397758960724","0.07582397758960724","0.07582397758960724","0.08550459891557693","0.08550459891557693","0.08550459891557693"
"1807","0.07614962011575699","0.07614962011575699","0.07614962011575699","0.08422262966632843","0.08422262966632843","0.08422262966632843"
"1815","0.07530605792999268","0.07530605792999268","0.07530605792999268","0.08248511701822281","0.08248511701822281","0.08248511701822281"
"1824","0.0752788856625557","0.0752788856625557","0.0752788856625557","0.08151505142450333","0.08151505142450333","0.08151505142450333"
"1833","0.07457686215639114","0.07457686215639114","0.07457686215639114","0.08119384199380875","0.08119384199380875","0.08119384199380875"
"1842","0.07334283739328384","0.07334283739328384","0.07334283739328384","0.08196673542261124","0.08196673542261124","0.08196673542261124"
"1851","0.0740954577922821","0.0740954577922821","0.0740954577922821","0.07949092984199524","0.07949092984199524","0.07949092984199524"
"1860","0.07482954859733582","0.07482954859733582","0.07482954859733582","0.07933556288480759","0.07933556288480759","0.07933556288480759"
"1868","0.07346831262111664","0.07346831262111664","0.07346831262111664","0.07924500107765198","0.07924500107765198","0.07924500107765198"
"1877","0.07262232154607773","0.07262232154607773","0.07262232154607773","0.07850830256938934","0.07850830256938934","0.07850830256938934"
"1886","0.07273800671100616","0.07273800671100616","0.07273800671100616","0.07831540703773499","0.07831540703773499","0.07831540703773499"
"1895","0.0726822093129158","0.0726822093129158","0.0726822093129158","0.07778704166412354","0.07778704166412354","0.07778704166412354"
"1904","0.07286884635686874","0.07286884635686874","0.07286884635686874","0.07753535360097885","0.07753535360097885","0.07753535360097885"
"1912","0.07312388718128204","0.07312388718128204","0.07312388718128204","0.07743456959724426","0.07743456959724426","0.07743456959724426"
"1921","0.0722615197300911","0.0722615197300911","0.0722615197300911","0.07705684006214142","0.07705684006214142","0.07705684006214142"
"1930","0.07263710349798203","0.07263710349798203","0.07263710349798203","0.07738557457923889","0.07738557457923889","0.07738557457923889"
"1939","0.07165946066379547","0.07165946066379547","0.07165946066379547","0.07792377471923828","0.07792377471923828","0.07792377471923828"
"1948","0.07165540009737015","0.07165540009737015","0.07165540009737015","0.07585002481937408","0.07585002481937408","0.07585002481937408"
"1957","0.07191045582294464","0.07191045582294464","0.07191045582294464","0.07679543644189835","0.07679543644189835","0.07679543644189835"
"1965","0.07072725147008896","0.07072725147008896","0.07072725147008896","0.07576890289783478","0.07576890289783478","0.07576890289783478"
"1974","0.07198616862297058","0.07198616862297058","0.07198616862297058","0.07613977789878845","0.07613977789878845","0.07613977789878845"
"1983","0.07206659018993378","0.07206659018993378","0.07206659018993378","0.07549835741519928","0.07549835741519928","0.07549835741519928"
"1992","0.07088065892457962","0.07088065892457962","0.07088065892457962","0.07414325326681137","0.07414325326681137","0.07414325326681137"
"2001","0.07082244753837585","0.07082244753837585","0.07082244753837585","0.07403651624917984","0.07403651624917984","0.07403651624917984"
"2009","0.07082037627696991","0.07082037627696991","0.07082037627696991","0.07405094802379608","0.07405094802379608","0.07405094802379608"
