"Step","Init=inherit; thres=0.0245; L1=1e-1; l_h=3; l_a=4 (366652_retrain_9883) - alpha val MAE","Init=inherit; thres=0.0245; L1=1e-1; l_h=3; l_a=4 (366652_retrain_9883) - alpha val MAE__MIN","Init=inherit; thres=0.0245; L1=1e-1; l_h=3; l_a=4 (366652_retrain_9883) - alpha val MAE__MAX","Init=rand; thres=0.0245; L1=1e-1; l_h=3; l_a=4 (366652_retrain_5871) - alpha val MAE","Init=rand; thres=0.0245; L1=1e-1; l_h=3; l_a=4 (366652_retrain_5871) - alpha val MAE__MIN","Init=rand; thres=0.0245; L1=1e-1; l_h=3; l_a=4 (366652_retrain_5871) - alpha val MAE__MAX"
"263","0.17860294878482819","0.17860294878482819","0.17860294878482819","0.2473040521144867","0.2473040521144867","0.2473040521144867"
"272","0.2651865780353546","0.2651865780353546","0.2651865780353546","0.22810371220111847","0.22810371220111847","0.22810371220111847"
"281","0.227194681763649","0.227194681763649","0.227194681763649","0.23671859502792358","0.23671859502792358","0.23671859502792358"
"290","0.19536727666854858","0.19536727666854858","0.19536727666854858","2.0873613357543945","2.0873613357543945","2.0873613357543945"
"298","0.17367589473724365","0.17367589473724365","0.17367589473724365","0.3617261052131653","0.3617261052131653","0.3617261052131653"
"307","0.18316379189491272","0.18316379189491272","0.18316379189491272","0.3528275787830353","0.3528275787830353","0.3528275787830353"
"316","0.22903209924697876","0.22903209924697876","0.22903209924697876","0.22458380460739136","0.22458380460739136","0.22458380460739136"
"325","0.18240302801132202","0.18240302801132202","0.18240302801132202","0.27792903780937195","0.27792903780937195","0.27792903780937195"
"334","0.18111282587051392","0.18111282587051392","0.18111282587051392","0.2557167112827301","0.2557167112827301","0.2557167112827301"
"342","1.9979958534240723","1.9979958534240723","1.9979958534240723","0.22280612587928772","0.22280612587928772","0.22280612587928772"
"351","0.23367983102798462","0.23367983102798462","0.23367983102798462","0.21259842813014984","0.21259842813014984","0.21259842813014984"
"360","0.24592147767543793","0.24592147767543793","0.24592147767543793","0.20260843634605408","0.20260843634605408","0.20260843634605408"
"369","0.19142696261405945","0.19142696261405945","0.19142696261405945","0.2322370707988739","0.2322370707988739","0.2322370707988739"
"378","0.21789713203907013","0.21789713203907013","0.21789713203907013","0.3985097110271454","0.3985097110271454","0.3985097110271454"
"387","0.18811531364917755","0.18811531364917755","0.18811531364917755","0.2356458306312561","0.2356458306312561","0.2356458306312561"
"395","0.20374225080013275","0.20374225080013275","0.20374225080013275","0.2560437023639679","0.2560437023639679","0.2560437023639679"
"404","0.16026590764522552","0.16026590764522552","0.16026590764522552","0.2297210842370987","0.2297210842370987","0.2297210842370987"
"413","0.19355891644954681","0.19355891644954681","0.19355891644954681","0.3472713530063629","0.3472713530063629","0.3472713530063629"
"422","0.19786252081394196","0.19786252081394196","0.19786252081394196","0.19451504945755005","0.19451504945755005","0.19451504945755005"
"431","0.1500406116247177","0.1500406116247177","0.1500406116247177","0.19383223354816437","0.19383223354816437","0.19383223354816437"
"440","0.1581200212240219","0.1581200212240219","0.1581200212240219","0.17565083503723145","0.17565083503723145","0.17565083503723145"
"448","0.17101234197616577","0.17101234197616577","0.17101234197616577","0.1864648014307022","0.1864648014307022","0.1864648014307022"
"457","0.14501595497131348","0.14501595497131348","0.14501595497131348","0.17333181202411652","0.17333181202411652","0.17333181202411652"
"466","0.1542748510837555","0.1542748510837555","0.1542748510837555","0.19074152410030365","0.19074152410030365","0.19074152410030365"
"475","0.15819115936756134","0.15819115936756134","0.15819115936756134","0.288486123085022","0.288486123085022","0.288486123085022"
"484","0.15747012197971344","0.15747012197971344","0.15747012197971344","0.17855089902877808","0.17855089902877808","0.17855089902877808"
"492","0.15281714498996735","0.15281714498996735","0.15281714498996735","0.16589659452438354","0.16589659452438354","0.16589659452438354"
"501","0.15652358531951904","0.15652358531951904","0.15652358531951904","0.18050116300582886","0.18050116300582886","0.18050116300582886"
"510","0.135393887758255","0.135393887758255","0.135393887758255","0.24457165598869324","0.24457165598869324","0.24457165598869324"
"519","0.1898871213197708","0.1898871213197708","0.1898871213197708","0.18260739743709564","0.18260739743709564","0.18260739743709564"
"528","0.17937877774238586","0.17937877774238586","0.17937877774238586","0.1720242202281952","0.1720242202281952","0.1720242202281952"
"537","0.15980027616024017","0.15980027616024017","0.15980027616024017","0.17919620871543884","0.17919620871543884","0.17919620871543884"
"545","0.14724360406398773","0.14724360406398773","0.14724360406398773","0.19678537547588348","0.19678537547588348","0.19678537547588348"
"554","0.14636114239692688","0.14636114239692688","0.14636114239692688","0.1632433384656906","0.1632433384656906","0.1632433384656906"
"563","0.23086123168468475","0.23086123168468475","0.23086123168468475","0.15740929543972015","0.15740929543972015","0.15740929543972015"
"572","0.1586647629737854","0.1586647629737854","0.1586647629737854","0.17908018827438354","0.17908018827438354","0.17908018827438354"
"581","0.13404300808906555","0.13404300808906555","0.13404300808906555","0.15050220489501953","0.15050220489501953","0.15050220489501953"
"589","0.1696436107158661","0.1696436107158661","0.1696436107158661","0.1574360430240631","0.1574360430240631","0.1574360430240631"
"598","0.8619088530540466","0.8619088530540466","0.8619088530540466","0.25450795888900757","0.25450795888900757","0.25450795888900757"
"607","0.14930567145347595","0.14930567145347595","0.14930567145347595","0.22434501349925995","0.22434501349925995","0.22434501349925995"
"616","0.1394711434841156","0.1394711434841156","0.1394711434841156","0.16637586057186127","0.16637586057186127","0.16637586057186127"
"625","0.15141257643699646","0.15141257643699646","0.15141257643699646","0.27284297347068787","0.27284297347068787","0.27284297347068787"
"634","0.1481427103281021","0.1481427103281021","0.1481427103281021","0.1614079475402832","0.1614079475402832","0.1614079475402832"
"642","0.14288249611854553","0.14288249611854553","0.14288249611854553","0.16322629153728485","0.16322629153728485","0.16322629153728485"
"651","0.2724492847919464","0.2724492847919464","0.2724492847919464","0.16042916476726532","0.16042916476726532","0.16042916476726532"
"660","0.1288260966539383","0.1288260966539383","0.1288260966539383","0.37862956523895264","0.37862956523895264","0.37862956523895264"
"669","0.1376177817583084","0.1376177817583084","0.1376177817583084","0.14449043571949005","0.14449043571949005","0.14449043571949005"
"678","0.15866614878177643","0.15866614878177643","0.15866614878177643","0.15278400480747223","0.15278400480747223","0.15278400480747223"
"686","0.13424217700958252","0.13424217700958252","0.13424217700958252","0.1485682874917984","0.1485682874917984","0.1485682874917984"
"695","0.1505703330039978","0.1505703330039978","0.1505703330039978","0.16235320270061493","0.16235320270061493","0.16235320270061493"
"704","0.1669401228427887","0.1669401228427887","0.1669401228427887","0.1555548906326294","0.1555548906326294","0.1555548906326294"
"713","0.1620071828365326","0.1620071828365326","0.1620071828365326","0.1790090948343277","0.1790090948343277","0.1790090948343277"
"722","0.338434100151062","0.338434100151062","0.338434100151062","0.17513921856880188","0.17513921856880188","0.17513921856880188"
"731","0.14736029505729675","0.14736029505729675","0.14736029505729675","0.1298689842224121","0.1298689842224121","0.1298689842224121"
"739","0.130252867937088","0.130252867937088","0.130252867937088","0.1696581393480301","0.1696581393480301","0.1696581393480301"
"748","0.12113256752490997","0.12113256752490997","0.12113256752490997","0.1783216893672943","0.1783216893672943","0.1783216893672943"
"757","0.14100180566310883","0.14100180566310883","0.14100180566310883","0.15914081037044525","0.15914081037044525","0.15914081037044525"
"766","0.13433194160461426","0.13433194160461426","0.13433194160461426","0.14159390330314636","0.14159390330314636","0.14159390330314636"
"775","0.1255078911781311","0.1255078911781311","0.1255078911781311","0.13711941242218018","0.13711941242218018","0.13711941242218018"
"783","0.12340320646762848","0.12340320646762848","0.12340320646762848","0.138772651553154","0.138772651553154","0.138772651553154"
"792","0.411077082157135","0.411077082157135","0.411077082157135","0.13278377056121826","0.13278377056121826","0.13278377056121826"
"801","0.13414300978183746","0.13414300978183746","0.13414300978183746","0.15273144841194153","0.15273144841194153","0.15273144841194153"
"810","0.20009537041187286","0.20009537041187286","0.20009537041187286","0.12626633048057556","0.12626633048057556","0.12626633048057556"
"819","0.1333763152360916","0.1333763152360916","0.1333763152360916","0.15082339942455292","0.15082339942455292","0.15082339942455292"
"828","0.1316504031419754","0.1316504031419754","0.1316504031419754","0.19634906947612762","0.19634906947612762","0.19634906947612762"
"836","0.12245194613933563","0.12245194613933563","0.12245194613933563","0.1490122377872467","0.1490122377872467","0.1490122377872467"
"845","0.13181400299072266","0.13181400299072266","0.13181400299072266","0.1412048041820526","0.1412048041820526","0.1412048041820526"
"854","0.12044326215982437","0.12044326215982437","0.12044326215982437","0.18146349489688873","0.18146349489688873","0.18146349489688873"
"863","0.1561029553413391","0.1561029553413391","0.1561029553413391","0.1451076716184616","0.1451076716184616","0.1451076716184616"
"872","0.13135555386543274","0.13135555386543274","0.13135555386543274","0.13288938999176025","0.13288938999176025","0.13288938999176025"
"881","0.12504036724567413","0.12504036724567413","0.12504036724567413","0.14899499714374542","0.14899499714374542","0.14899499714374542"
"889","0.11774757504463196","0.11774757504463196","0.11774757504463196","0.13595348596572876","0.13595348596572876","0.13595348596572876"
"898","0.11554824560880661","0.11554824560880661","0.11554824560880661","0.18359608948230743","0.18359608948230743","0.18359608948230743"
"907","0.1231563463807106","0.1231563463807106","0.1231563463807106","0.1222393736243248","0.1222393736243248","0.1222393736243248"
"916","0.14451490342617035","0.14451490342617035","0.14451490342617035","0.14816391468048096","0.14816391468048096","0.14816391468048096"
"925","0.11778390407562256","0.11778390407562256","0.11778390407562256","0.14279453456401825","0.14279453456401825","0.14279453456401825"
"933","0.11485093832015991","0.11485093832015991","0.11485093832015991","0.15490642189979553","0.15490642189979553","0.15490642189979553"
"942","0.1299688220024109","0.1299688220024109","0.1299688220024109","0.16801607608795166","0.16801607608795166","0.16801607608795166"
"951","0.14718244969844818","0.14718244969844818","0.14718244969844818","0.16696828603744507","0.16696828603744507","0.16696828603744507"
"960","0.14517077803611755","0.14517077803611755","0.14517077803611755","0.12847356498241425","0.12847356498241425","0.12847356498241425"
"969","0.18241295218467712","0.18241295218467712","0.18241295218467712","1.563743233680725","1.563743233680725","1.563743233680725"
"978","0.12936067581176758","0.12936067581176758","0.12936067581176758","0.20999377965927124","0.20999377965927124","0.20999377965927124"
"986","0.15615591406822205","0.15615591406822205","0.15615591406822205","0.14498195052146912","0.14498195052146912","0.14498195052146912"
"995","0.13838820159435272","0.13838820159435272","0.13838820159435272","0.13652890920639038","0.13652890920639038","0.13652890920639038"
"1004","0.13217966258525848","0.13217966258525848","0.13217966258525848","0.13306736946105957","0.13306736946105957","0.13306736946105957"
"1013","0.11823926866054535","0.11823926866054535","0.11823926866054535","0.12689897418022156","0.12689897418022156","0.12689897418022156"
"1022","0.11518020927906036","0.11518020927906036","0.11518020927906036","0.12748824059963226","0.12748824059963226","0.12748824059963226"
"1030","0.15989108383655548","0.15989108383655548","0.15989108383655548","0.13079087436199188","0.13079087436199188","0.13079087436199188"
"1039","0.12290715426206589","0.12290715426206589","0.12290715426206589","0.14584478735923767","0.14584478735923767","0.14584478735923767"
"1048","0.16660450398921967","0.16660450398921967","0.16660450398921967","0.22010502219200134","0.22010502219200134","0.22010502219200134"
"1057","0.11323784291744232","0.11323784291744232","0.11323784291744232","0.1324380487203598","0.1324380487203598","0.1324380487203598"
"1066","0.16139854490756989","0.16139854490756989","0.16139854490756989","0.13546571135520935","0.13546571135520935","0.13546571135520935"
"1075","0.11581142246723175","0.11581142246723175","0.11581142246723175","0.13357098400592804","0.13357098400592804","0.13357098400592804"
"1083","0.12541431188583374","0.12541431188583374","0.12541431188583374","0.12999005615711212","0.12999005615711212","0.12999005615711212"
"1092","0.14548660814762115","0.14548660814762115","0.14548660814762115","0.12119562923908234","0.12119562923908234","0.12119562923908234"
"1101","0.14625370502471924","0.14625370502471924","0.14625370502471924","0.15610788762569427","0.15610788762569427","0.15610788762569427"
"1110","0.11369071900844574","0.11369071900844574","0.11369071900844574","0.15447227656841278","0.15447227656841278","0.15447227656841278"
"1119","0.11987645924091339","0.11987645924091339","0.11987645924091339","0.3287023901939392","0.3287023901939392","0.3287023901939392"
"1127","0.12214425206184387","0.12214425206184387","0.12214425206184387","0.1282326728105545","0.1282326728105545","0.1282326728105545"
"1136","0.191386878490448","0.191386878490448","0.191386878490448","0.14060373604297638","0.14060373604297638","0.14060373604297638"
"1145","0.1149468719959259","0.1149468719959259","0.1149468719959259","0.12476975470781326","0.12476975470781326","0.12476975470781326"
"1154","0.11142086982727051","0.11142086982727051","0.11142086982727051","0.1292940229177475","0.1292940229177475","0.1292940229177475"
"1163","0.10772241652011871","0.10772241652011871","0.10772241652011871","0.26107779145240784","0.26107779145240784","0.26107779145240784"
"1172","0.12306535989046097","0.12306535989046097","0.12306535989046097","0.18826942145824432","0.18826942145824432","0.18826942145824432"
"1180","0.12442347407341003","0.12442347407341003","0.12442347407341003","0.21379205584526062","0.21379205584526062","0.21379205584526062"
"1189","0.1355261206626892","0.1355261206626892","0.1355261206626892","0.1859389841556549","0.1859389841556549","0.1859389841556549"
"1198","0.11087274551391602","0.11087274551391602","0.11087274551391602","0.14736446738243103","0.14736446738243103","0.14736446738243103"
"1207","0.11365402489900589","0.11365402489900589","0.11365402489900589","0.15209819376468658","0.15209819376468658","0.15209819376468658"
"1216","0.11116621643304825","0.11116621643304825","0.11116621643304825","0.15879230201244354","0.15879230201244354","0.15879230201244354"
"1224","0.13007506728172302","0.13007506728172302","0.13007506728172302","0.14162234961986542","0.14162234961986542","0.14162234961986542"
"1233","0.11352618783712387","0.11352618783712387","0.11352618783712387","0.1631312072277069","0.1631312072277069","0.1631312072277069"
"1242","1.1093915700912476","1.1093915700912476","1.1093915700912476","0.14863769710063934","0.14863769710063934","0.14863769710063934"
"1251","0.10443301498889923","0.10443301498889923","0.10443301498889923","0.1470487117767334","0.1470487117767334","0.1470487117767334"
"1260","0.11289752274751663","0.11289752274751663","0.11289752274751663","0.12886784970760345","0.12886784970760345","0.12886784970760345"
"1269","0.11045010387897491","0.11045010387897491","0.11045010387897491","0.15789614617824554","0.15789614617824554","0.15789614617824554"
"1277","0.11809803545475006","0.11809803545475006","0.11809803545475006","0.12539242208003998","0.12539242208003998","0.12539242208003998"
"1286","0.11804025620222092","0.11804025620222092","0.11804025620222092","0.14068076014518738","0.14068076014518738","0.14068076014518738"
"1295","0.12442281097173691","0.12442281097173691","0.12442281097173691","0.13633176684379578","0.13633176684379578","0.13633176684379578"
"1304","0.11873511224985123","0.11873511224985123","0.11873511224985123","0.17653968930244446","0.17653968930244446","0.17653968930244446"
"1313","0.1278623789548874","0.1278623789548874","0.1278623789548874","0.13336902856826782","0.13336902856826782","0.13336902856826782"
"1322","0.11166869848966599","0.11166869848966599","0.11166869848966599","0.12706641852855682","0.12706641852855682","0.12706641852855682"
"1330","0.10773558914661407","0.10773558914661407","0.10773558914661407","0.1365228295326233","0.1365228295326233","0.1365228295326233"
"1339","0.15640899538993835","0.15640899538993835","0.15640899538993835","0.12659300863742828","0.12659300863742828","0.12659300863742828"
"1348","0.10594935715198517","0.10594935715198517","0.10594935715198517","0.1177879199385643","0.1177879199385643","0.1177879199385643"
"1357","0.10808935761451721","0.10808935761451721","0.10808935761451721","0.14181675016880035","0.14181675016880035","0.14181675016880035"
"1366","0.10684596747159958","0.10684596747159958","0.10684596747159958","0.12225418537855148","0.12225418537855148","0.12225418537855148"
"1374","0.10661901533603668","0.10661901533603668","0.10661901533603668","0.12141602486371994","0.12141602486371994","0.12141602486371994"
"1383","0.11809985339641571","0.11809985339641571","0.11809985339641571","0.13832040131092072","0.13832040131092072","0.13832040131092072"
"1392","0.11555349826812744","0.11555349826812744","0.11555349826812744","0.11878540366888046","0.11878540366888046","0.11878540366888046"
"1401","0.10457253456115723","0.10457253456115723","0.10457253456115723","0.22888071835041046","0.22888071835041046","0.22888071835041046"
"1410","0.12335715442895889","0.12335715442895889","0.12335715442895889","0.13859684765338898","0.13859684765338898","0.13859684765338898"
"1419","0.08875715732574463","0.08875715732574463","0.08875715732574463","0.09798157960176468","0.09798157960176468","0.09798157960176468"
"1427","0.08630391210317612","0.08630391210317612","0.08630391210317612","0.09928932785987854","0.09928932785987854","0.09928932785987854"
"1436","0.08694048225879669","0.08694048225879669","0.08694048225879669","0.09607426822185516","0.09607426822185516","0.09607426822185516"
"1445","0.08951281756162643","0.08951281756162643","0.08951281756162643","0.09411007165908813","0.09411007165908813","0.09411007165908813"
"1454","0.08550351113080978","0.08550351113080978","0.08550351113080978","0.09449240565299988","0.09449240565299988","0.09449240565299988"
"1463","0.08597308397293091","0.08597308397293091","0.08597308397293091","0.09558070451021194","0.09558070451021194","0.09558070451021194"
"1471","0.08540308475494385","0.08540308475494385","0.08540308475494385","0.09364873170852661","0.09364873170852661","0.09364873170852661"
"1480","0.08436079323291779","0.08436079323291779","0.08436079323291779","0.09229818731546402","0.09229818731546402","0.09229818731546402"
"1489","0.08567061275243759","0.08567061275243759","0.08567061275243759","0.09202355146408081","0.09202355146408081","0.09202355146408081"
"1498","0.08415981382131577","0.08415981382131577","0.08415981382131577","0.09214901924133301","0.09214901924133301","0.09214901924133301"
"1507","0.0852663516998291","0.0852663516998291","0.0852663516998291","0.09066277742385864","0.09066277742385864","0.09066277742385864"
"1516","0.084099180996418","0.084099180996418","0.084099180996418","0.09177666157484055","0.09177666157484055","0.09177666157484055"
"1524","0.08307410031557083","0.08307410031557083","0.08307410031557083","0.09242678433656693","0.09242678433656693","0.09242678433656693"
"1533","0.0833689272403717","0.0833689272403717","0.0833689272403717","0.09084883332252502","0.09084883332252502","0.09084883332252502"
"1542","0.08226379752159119","0.08226379752159119","0.08226379752159119","0.0903625562787056","0.0903625562787056","0.0903625562787056"
"1551","0.08275216817855835","0.08275216817855835","0.08275216817855835","0.09050668030977249","0.09050668030977249","0.09050668030977249"
"1560","0.08286378532648087","0.08286378532648087","0.08286378532648087","0.09015970677137375","0.09015970677137375","0.09015970677137375"
"1568","0.08312314003705978","0.08312314003705978","0.08312314003705978","0.09277249127626419","0.09277249127626419","0.09277249127626419"
"1577","0.08495856076478958","0.08495856076478958","0.08495856076478958","0.09045438468456268","0.09045438468456268","0.09045438468456268"
"1586","0.0836990475654602","0.0836990475654602","0.0836990475654602","0.09038271754980087","0.09038271754980087","0.09038271754980087"
"1595","0.08115115761756897","0.08115115761756897","0.08115115761756897","0.08810985833406448","0.08810985833406448","0.08810985833406448"
"1604","0.0814308151602745","0.0814308151602745","0.0814308151602745","0.08799965679645538","0.08799965679645538","0.08799965679645538"
"1613","0.08103275299072266","0.08103275299072266","0.08103275299072266","0.08798233419656754","0.08798233419656754","0.08798233419656754"
"1621","0.08112309128046036","0.08112309128046036","0.08112309128046036","0.08811115473508835","0.08811115473508835","0.08811115473508835"
"1630","0.08103599399328232","0.08103599399328232","0.08103599399328232","0.08795689046382904","0.08795689046382904","0.08795689046382904"
"1639","0.08098842948675156","0.08098842948675156","0.08098842948675156","0.08799612522125244","0.08799612522125244","0.08799612522125244"
"1648","0.0809699296951294","0.0809699296951294","0.0809699296951294","0.08800303936004639","0.08800303936004639","0.08800303936004639"
"1657","0.08107524365186691","0.08107524365186691","0.08107524365186691","0.08802033215761185","0.08802033215761185","0.08802033215761185"
"1665","0.08100796490907669","0.08100796490907669","0.08100796490907669","0.0878988653421402","0.0878988653421402","0.0878988653421402"
"1674","0.08131204545497894","0.08131204545497894","0.08131204545497894","0.08785940706729889","0.08785940706729889","0.08785940706729889"
"1683","0.08094217628240585","0.08094217628240585","0.08094217628240585","0.08789791911840439","0.08789791911840439","0.08789791911840439"
"1692","0.0809248760342598","0.0809248760342598","0.0809248760342598","0.08780200034379959","0.08780200034379959","0.08780200034379959"
"1701","0.08091682940721512","0.08091682940721512","0.08091682940721512","0.08777764439582825","0.08777764439582825","0.08777764439582825"
"1710","0.08101019263267517","0.08101019263267517","0.08101019263267517","0.08784078806638718","0.08784078806638718","0.08784078806638718"
"1718","0.08092786371707916","0.08092786371707916","0.08092786371707916","0.08771135658025742","0.08771135658025742","0.08771135658025742"
"1727","0.08082226663827896","0.08082226663827896","0.08082226663827896","0.08775384724140167","0.08775384724140167","0.08775384724140167"
"1736","0.08084458857774734","0.08084458857774734","0.08084458857774734","0.08762507140636444","0.08762507140636444","0.08762507140636444"
"1745","0.08087436854839325","0.08087436854839325","0.08087436854839325","0.08765362948179245","0.08765362948179245","0.08765362948179245"
"1754","0.08084278553724289","0.08084278553724289","0.08084278553724289","0.0877898782491684","0.0877898782491684","0.0877898782491684"
"1763","0.08124659955501556","0.08124659955501556","0.08124659955501556","0.08774863928556442","0.08774863928556442","0.08774863928556442"
