"Step","L1=1e-1 (61219) - alpha train MAE","L1=1e-1 (61219) - alpha train MAE__MIN","L1=1e-1 (61219) - alpha train MAE__MAX","L1=5e-2 (92158) - alpha train MAE","L1=5e-2 (92158) - alpha train MAE__MIN","L1=5e-2 (92158) - alpha train MAE__MAX","L1=5e-3 (18950) - alpha train MAE","L1=5e-3 (18950) - alpha train MAE__MIN","L1=5e-3 (18950) - alpha train MAE__MAX","L1=1e-3 (33351) - alpha train MAE","L1=1e-3 (33351) - alpha train MAE__MIN","L1=1e-3 (33351) - alpha train MAE__MAX","L1=1e-5 (27371) - alpha train MAE","L1=1e-5 (27371) - alpha train MAE__MIN","L1=1e-5 (27371) - alpha train MAE__MAX","Baseline (33525) - alpha train MAE","Baseline (33525) - alpha train MAE__MIN","Baseline (33525) - alpha train MAE__MAX"
"182","0.546517014503479","0.546517014503479","0.546517014503479","0.2868462800979614","0.2868462800979614","0.2868462800979614","0.27235329151153564","0.27235329151153564","0.27235329151153564","0.2092285454273224","0.2092285454273224","0.2092285454273224","0.23879508674144745","0.23879508674144745","0.23879508674144745","0.24831637740135193","0.24831637740135193","0.24831637740135193"
"183","0.24027013778686523","0.24027013778686523","0.24027013778686523","0.2234918475151062","0.2234918475151062","0.2234918475151062","0.2751994729042053","0.2751994729042053","0.2751994729042053","0.19970279932022095","0.19970279932022095","0.19970279932022095","0.24041098356246948","0.24041098356246948","0.24041098356246948","0.21502475440502167","0.21502475440502167","0.21502475440502167"
"185","0.24517899751663208","0.24517899751663208","0.24517899751663208","0.22094550728797913","0.22094550728797913","0.22094550728797913","0.24482227861881256","0.24482227861881256","0.24482227861881256","0.2010963410139084","0.2010963410139084","0.2010963410139084","0.22338353097438812","0.22338353097438812","0.22338353097438812","0.20654281973838806","0.20654281973838806","0.20654281973838806"
"186","0.26306411623954773","0.26306411623954773","0.26306411623954773","0.19169871509075165","0.19169871509075165","0.19169871509075165","0.20998628437519073","0.20998628437519073","0.20998628437519073","0.1951320916414261","0.1951320916414261","0.1951320916414261","0.2143172025680542","0.2143172025680542","0.2143172025680542","0.2171790897846222","0.2171790897846222","0.2171790897846222"
"187","0.26647496223449707","0.26647496223449707","0.26647496223449707","0.1887318193912506","0.1887318193912506","0.1887318193912506","0.21256044507026672","0.21256044507026672","0.21256044507026672","0.18657080829143524","0.18657080829143524","0.18657080829143524","0.19487616419792175","0.19487616419792175","0.19487616419792175","0.1967982053756714","0.1967982053756714","0.1967982053756714"
"188","0.2215511053800583","0.2215511053800583","0.2215511053800583","0.21546274423599243","0.21546274423599243","0.21546274423599243","0.21804820001125336","0.21804820001125336","0.21804820001125336","0.19957734644412994","0.19957734644412994","0.19957734644412994","0.19364510476589203","0.19364510476589203","0.19364510476589203","0.23985442519187927","0.23985442519187927","0.23985442519187927"
"189","0.21375352144241333","0.21375352144241333","0.21375352144241333","0.19290924072265625","0.19290924072265625","0.19290924072265625","0.208587646484375","0.208587646484375","0.208587646484375","0.22329041361808777","0.22329041361808777","0.22329041361808777","0.20300593972206116","0.20300593972206116","0.20300593972206116","0.24108754098415375","0.24108754098415375","0.24108754098415375"
"190","0.22238224744796753","0.22238224744796753","0.22238224744796753","0.21530118584632874","0.21530118584632874","0.21530118584632874","0.2074510008096695","0.2074510008096695","0.2074510008096695","0.32561710476875305","0.32561710476875305","0.32561710476875305","0.1942874640226364","0.1942874640226364","0.1942874640226364","0.2205927073955536","0.2205927073955536","0.2205927073955536"
"191","0.21129685640335083","0.21129685640335083","0.21129685640335083","0.1980212777853012","0.1980212777853012","0.1980212777853012","0.21695880591869354","0.21695880591869354","0.21695880591869354","0.33872780203819275","0.33872780203819275","0.33872780203819275","0.19481410086154938","0.19481410086154938","0.19481410086154938","0.4362424314022064","0.4362424314022064","0.4362424314022064"
"192","0.22292460501194","0.22292460501194","0.22292460501194","0.20009082555770874","0.20009082555770874","0.20009082555770874","0.20401883125305176","0.20401883125305176","0.20401883125305176","0.33088546991348267","0.33088546991348267","0.33088546991348267","0.1918177604675293","0.1918177604675293","0.1918177604675293","0.3882259428501129","0.3882259428501129","0.3882259428501129"
"194","0.2118544727563858","0.2118544727563858","0.2118544727563858","0.2508752942085266","0.2508752942085266","0.2508752942085266","0.21964359283447266","0.21964359283447266","0.21964359283447266","0.6711409091949463","0.6711409091949463","0.6711409091949463","0.38559800386428833","0.38559800386428833","0.38559800386428833","0.32673677802085876","0.32673677802085876","0.32673677802085876"
"195","0.2194894701242447","0.2194894701242447","0.2194894701242447","0.4280937910079956","0.4280937910079956","0.4280937910079956","0.2137625515460968","0.2137625515460968","0.2137625515460968","0.2342192828655243","0.2342192828655243","0.2342192828655243","0.297364205121994","0.297364205121994","0.297364205121994","0.21920782327651978","0.21920782327651978","0.21920782327651978"
"196","0.22225740551948547","0.22225740551948547","0.22225740551948547","0.49637049436569214","0.49637049436569214","0.49637049436569214","0.19626067578792572","0.19626067578792572","0.19626067578792572","0.20440265536308289","0.20440265536308289","0.20440265536308289","0.36253371834754944","0.36253371834754944","0.36253371834754944","0.21118706464767456","0.21118706464767456","0.21118706464767456"
"197","0.22007600963115692","0.22007600963115692","0.22007600963115692","0.3741046190261841","0.3741046190261841","0.3741046190261841","1.21195650100708","1.21195650100708","1.21195650100708","0.20801040530204773","0.20801040530204773","0.20801040530204773","0.3251306414604187","0.3251306414604187","0.3251306414604187","0.21760642528533936","0.21760642528533936","0.21760642528533936"
"198","0.4723261892795563","0.4723261892795563","0.4723261892795563","0.22173817455768585","0.22173817455768585","0.22173817455768585","1.6607426404953003","1.6607426404953003","1.6607426404953003","0.23484578728675842","0.23484578728675842","0.23484578728675842","0.3415197730064392","0.3415197730064392","0.3415197730064392","0.20438790321350098","0.20438790321350098","0.20438790321350098"
"199","0.29874783754348755","0.29874783754348755","0.29874783754348755","0.22426959872245789","0.22426959872245789","0.22426959872245789","0.7582789659500122","0.7582789659500122","0.7582789659500122","0.21997268497943878","0.21997268497943878","0.21997268497943878","0.36177894473075867","0.36177894473075867","0.36177894473075867","0.2044452279806137","0.2044452279806137","0.2044452279806137"
"200","0.4959028661251068","0.4959028661251068","0.4959028661251068","0.22588293254375458","0.22588293254375458","0.22588293254375458","0.4248838424682617","0.4248838424682617","0.4248838424682617","0.21278895437717438","0.21278895437717438","0.21278895437717438","0.7979443669319153","0.7979443669319153","0.7979443669319153","0.19522187113761902","0.19522187113761902","0.19522187113761902"
"202","0.3291376531124115","0.3291376531124115","0.3291376531124115","0.2236524075269699","0.2236524075269699","0.2236524075269699","0.33534377813339233","0.33534377813339233","0.33534377813339233","0.20091992616653442","0.20091992616653442","0.20091992616653442","0.24108172953128815","0.24108172953128815","0.24108172953128815","0.20128482580184937","0.20128482580184937","0.20128482580184937"
"203","0.2412945181131363","0.2412945181131363","0.2412945181131363","0.21326984465122223","0.21326984465122223","0.21326984465122223","0.33723706007003784","0.33723706007003784","0.33723706007003784","0.20649701356887817","0.20649701356887817","0.20649701356887817","0.21060654520988464","0.21060654520988464","0.21060654520988464","0.19121593236923218","0.19121593236923218","0.19121593236923218"
"204","0.24428477883338928","0.24428477883338928","0.24428477883338928","0.1955571472644806","0.1955571472644806","0.1955571472644806","0.27230381965637207","0.27230381965637207","0.27230381965637207","0.18463632464408875","0.18463632464408875","0.18463632464408875","0.2121613472700119","0.2121613472700119","0.2121613472700119","0.1962032914161682","0.1962032914161682","0.1962032914161682"
"205","0.219613179564476","0.219613179564476","0.219613179564476","0.22090813517570496","0.22090813517570496","0.22090813517570496","0.30899256467819214","0.30899256467819214","0.30899256467819214","0.25712358951568604","0.25712358951568604","0.25712358951568604","0.18996067345142365","0.18996067345142365","0.18996067345142365","0.18327437341213226","0.18327437341213226","0.18327437341213226"
"206","0.21561738848686218","0.21561738848686218","0.21561738848686218","0.19423715770244598","0.19423715770244598","0.19423715770244598","0.7536399960517883","0.7536399960517883","0.7536399960517883","0.5449874401092529","0.5449874401092529","0.5449874401092529","0.20637460052967072","0.20637460052967072","0.20637460052967072","0.21635222434997559","0.21635222434997559","0.21635222434997559"
"207","0.23509491980075836","0.23509491980075836","0.23509491980075836","0.21146723628044128","0.21146723628044128","0.21146723628044128","0.26621267199516296","0.26621267199516296","0.26621267199516296","0.40048834681510925","0.40048834681510925","0.40048834681510925","0.24860453605651855","0.24860453605651855","0.24860453605651855","0.20040826499462128","0.20040826499462128","0.20040826499462128"
"208","0.2962290048599243","0.2962290048599243","0.2962290048599243","0.19997672736644745","0.19997672736644745","0.19997672736644745","0.22704732418060303","0.22704732418060303","0.22704732418060303","0.26755380630493164","0.26755380630493164","0.26755380630493164","0.2520907521247864","0.2520907521247864","0.2520907521247864","0.19096553325653076","0.19096553325653076","0.19096553325653076"
"209","0.25681397318840027","0.25681397318840027","0.25681397318840027","0.21162034571170807","0.21162034571170807","0.21162034571170807","0.23327197134494781","0.23327197134494781","0.23327197134494781","0.7977585196495056","0.7977585196495056","0.7977585196495056","0.26453396677970886","0.26453396677970886","0.26453396677970886","0.22066812217235565","0.22066812217235565","0.22066812217235565"
"211","0.3537282645702362","0.3537282645702362","0.3537282645702362","0.20094455778598785","0.20094455778598785","0.20094455778598785","0.20610159635543823","0.20610159635543823","0.20610159635543823","0.27641046047210693","0.27641046047210693","0.27641046047210693","0.2593733072280884","0.2593733072280884","0.2593733072280884","0.8100106716156006","0.8100106716156006","0.8100106716156006"
"212","0.24092701077461243","0.24092701077461243","0.24092701077461243","0.2476383000612259","0.2476383000612259","0.2476383000612259","0.2778097689151764","0.2778097689151764","0.2778097689151764","0.26476767659187317","0.26476767659187317","0.26476767659187317","0.2154407799243927","0.2154407799243927","0.2154407799243927","0.2869293987751007","0.2869293987751007","0.2869293987751007"
"213","0.22668839991092682","0.22668839991092682","0.22668839991092682","0.4164944887161255","0.4164944887161255","0.4164944887161255","0.2122507393360138","0.2122507393360138","0.2122507393360138","0.233236625790596","0.233236625790596","0.233236625790596","0.20005731284618378","0.20005731284618378","0.20005731284618378","0.24368995428085327","0.24368995428085327","0.24368995428085327"
"214","0.2169090211391449","0.2169090211391449","0.2169090211391449","0.37531912326812744","0.37531912326812744","0.37531912326812744","0.20728658139705658","0.20728658139705658","0.20728658139705658","0.21509099006652832","0.21509099006652832","0.21509099006652832","0.18300487101078033","0.18300487101078033","0.18300487101078033","0.21129110455513","0.21129110455513","0.21129110455513"
"215","0.21211637556552887","0.21211637556552887","0.21211637556552887","0.31069546937942505","0.31069546937942505","0.31069546937942505","0.2159910798072815","0.2159910798072815","0.2159910798072815","0.26497286558151245","0.26497286558151245","0.26497286558151245","0.19877082109451294","0.19877082109451294","0.19877082109451294","0.2057005763053894","0.2057005763053894","0.2057005763053894"
"216","0.23187091946601868","0.23187091946601868","0.23187091946601868","0.21184314787387848","0.21184314787387848","0.21184314787387848","0.2256292849779129","0.2256292849779129","0.2256292849779129","0.229305699467659","0.229305699467659","0.229305699467659","0.37115687131881714","0.37115687131881714","0.37115687131881714","0.2078533172607422","0.2078533172607422","0.2078533172607422"
"217","0.2605053186416626","0.2605053186416626","0.2605053186416626","0.20267613232135773","0.20267613232135773","0.20267613232135773","0.3085583746433258","0.3085583746433258","0.3085583746433258","0.22159753739833832","0.22159753739833832","0.22159753739833832","0.2211243212223053","0.2211243212223053","0.2211243212223053","0.5177649259567261","0.5177649259567261","0.5177649259567261"
"218","0.2518235743045807","0.2518235743045807","0.2518235743045807","0.2027399241924286","0.2027399241924286","0.2027399241924286","0.6999880075454712","0.6999880075454712","0.6999880075454712","0.19942814111709595","0.19942814111709595","0.19942814111709595","0.1991545706987381","0.1991545706987381","0.1991545706987381","0.25155678391456604","0.25155678391456604","0.25155678391456604"
"220","0.35308852791786194","0.35308852791786194","0.35308852791786194","0.18881671130657196","0.18881671130657196","0.18881671130657196","0.4096180498600006","0.4096180498600006","0.4096180498600006","0.29259154200553894","0.29259154200553894","0.29259154200553894","0.2152012288570404","0.2152012288570404","0.2152012288570404","0.42320430278778076","0.42320430278778076","0.42320430278778076"
"221","0.42385849356651306","0.42385849356651306","0.42385849356651306","0.2099585086107254","0.2099585086107254","0.2099585086107254","0.25134047865867615","0.25134047865867615","0.25134047865867615","0.27122244238853455","0.27122244238853455","0.27122244238853455","0.19139285385608673","0.19139285385608673","0.19139285385608673","0.5454242825508118","0.5454242825508118","0.5454242825508118"
"222","0.37348970770835876","0.37348970770835876","0.37348970770835876","0.1908721923828125","0.1908721923828125","0.1908721923828125","0.28244078159332275","0.28244078159332275","0.28244078159332275","0.38971537351608276","0.38971537351608276","0.38971537351608276","0.23840636014938354","0.23840636014938354","0.23840636014938354","0.3458351790904999","0.3458351790904999","0.3458351790904999"
"223","0.24206525087356567","0.24206525087356567","0.24206525087356567","0.23635588586330414","0.23635588586330414","0.23635588586330414","0.46799078583717346","0.46799078583717346","0.46799078583717346","0.22673888504505157","0.22673888504505157","0.22673888504505157","0.40593573451042175","0.40593573451042175","0.40593573451042175","0.2681804299354553","0.2681804299354553","0.2681804299354553"
"224","0.22799696028232574","0.22799696028232574","0.22799696028232574","0.21347229182720184","0.21347229182720184","0.21347229182720184","0.2686881124973297","0.2686881124973297","0.2686881124973297","0.19651105999946594","0.19651105999946594","0.19651105999946594","0.2152460664510727","0.2152460664510727","0.2152460664510727","0.21835444867610931","0.21835444867610931","0.21835444867610931"
"225","0.23059901595115662","0.23059901595115662","0.23059901595115662","0.41323333978652954","0.41323333978652954","0.41323333978652954","0.24326398968696594","0.24326398968696594","0.24326398968696594","0.21129240095615387","0.21129240095615387","0.21129240095615387","0.27661359310150146","0.27661359310150146","0.27661359310150146","0.2555954158306122","0.2555954158306122","0.2555954158306122"
"226","0.24302832782268524","0.24302832782268524","0.24302832782268524","0.22574473917484283","0.22574473917484283","0.22574473917484283","0.22890464961528778","0.22890464961528778","0.22890464961528778","0.19249995052814484","0.19249995052814484","0.19249995052814484","0.20491422712802887","0.20491422712802887","0.20491422712802887","0.2128477394580841","0.2128477394580841","0.2128477394580841"
"227","0.2303238958120346","0.2303238958120346","0.2303238958120346","0.19501027464866638","0.19501027464866638","0.19501027464866638","0.19987042248249054","0.19987042248249054","0.19987042248249054","0.18496744334697723","0.18496744334697723","0.18496744334697723","0.1932240128517151","0.1932240128517151","0.1932240128517151","0.20975971221923828","0.20975971221923828","0.20975971221923828"
"229","0.24543553590774536","0.24543553590774536","0.24543553590774536","0.19829311966896057","0.19829311966896057","0.19829311966896057","0.2302781045436859","0.2302781045436859","0.2302781045436859","0.17798775434494019","0.17798775434494019","0.17798775434494019","0.24423983693122864","0.24423983693122864","0.24423983693122864","0.19889819622039795","0.19889819622039795","0.19889819622039795"
"230","0.22301632165908813","0.22301632165908813","0.22301632165908813","0.20666657388210297","0.20666657388210297","0.20666657388210297","0.20676936209201813","0.20676936209201813","0.20676936209201813","0.17466336488723755","0.17466336488723755","0.17466336488723755","0.21436366438865662","0.21436366438865662","0.21436366438865662","0.1863795965909958","0.1863795965909958","0.1863795965909958"
"231","0.23017819225788116","0.23017819225788116","0.23017819225788116","0.20565517246723175","0.20565517246723175","0.20565517246723175","0.2037019431591034","0.2037019431591034","0.2037019431591034","0.1655512899160385","0.1655512899160385","0.1655512899160385","0.20459389686584473","0.20459389686584473","0.20459389686584473","0.18495726585388184","0.18495726585388184","0.18495726585388184"
"232","0.5946218967437744","0.5946218967437744","0.5946218967437744","0.19109058380126953","0.19109058380126953","0.19109058380126953","0.20045968890190125","0.20045968890190125","0.20045968890190125","0.19833214581012726","0.19833214581012726","0.19833214581012726","0.18053364753723145","0.18053364753723145","0.18053364753723145","0.18701845407485962","0.18701845407485962","0.18701845407485962"
"233","0.28123486042022705","0.28123486042022705","0.28123486042022705","0.19058187305927277","0.19058187305927277","0.19058187305927277","0.18834659457206726","0.18834659457206726","0.18834659457206726","0.17556975781917572","0.17556975781917572","0.17556975781917572","0.24099896848201752","0.24099896848201752","0.24099896848201752","0.18351224064826965","0.18351224064826965","0.18351224064826965"
"234","0.2405363917350769","0.2405363917350769","0.2405363917350769","0.1919965296983719","0.1919965296983719","0.1919965296983719","0.23861001431941986","0.23861001431941986","0.23861001431941986","0.18681004643440247","0.18681004643440247","0.18681004643440247","0.21932050585746765","0.21932050585746765","0.21932050585746765","0.19832594692707062","0.19832594692707062","0.19832594692707062"
"235","0.26906538009643555","0.26906538009643555","0.26906538009643555","0.1886070966720581","0.1886070966720581","0.1886070966720581","0.18929354846477509","0.18929354846477509","0.18929354846477509","0.2100464552640915","0.2100464552640915","0.2100464552640915","0.24901363253593445","0.24901363253593445","0.24901363253593445","0.1946062594652176","0.1946062594652176","0.1946062594652176"
"236","0.22497394680976868","0.22497394680976868","0.22497394680976868","0.20504307746887207","0.20504307746887207","0.20504307746887207","0.1955326646566391","0.1955326646566391","0.1955326646566391","0.20143617689609528","0.20143617689609528","0.20143617689609528","0.19810180366039276","0.19810180366039276","0.19810180366039276","0.1890474259853363","0.1890474259853363","0.1890474259853363"
"238","0.21058769524097443","0.21058769524097443","0.21058769524097443","0.41169148683547974","0.41169148683547974","0.41169148683547974","0.18693585693836212","0.18693585693836212","0.18693585693836212","0.28446391224861145","0.28446391224861145","0.28446391224861145","0.1918703317642212","0.1918703317642212","0.1918703317642212","0.19990767538547516","0.19990767538547516","0.19990767538547516"
"239","0.2780730128288269","0.2780730128288269","0.2780730128288269","0.25011539459228516","0.25011539459228516","0.25011539459228516","0.17971988022327423","0.17971988022327423","0.17971988022327423","0.24561341106891632","0.24561341106891632","0.24561341106891632","0.2655685245990753","0.2655685245990753","0.2655685245990753","0.20551158487796783","0.20551158487796783","0.20551158487796783"
"240","0.44940340518951416","0.44940340518951416","0.44940340518951416","0.25970888137817383","0.25970888137817383","0.25970888137817383","0.1754727065563202","0.1754727065563202","0.1754727065563202","0.1983702927827835","0.1983702927827835","0.1983702927827835","0.22444011270999908","0.22444011270999908","0.22444011270999908","0.19035832583904266","0.19035832583904266","0.19035832583904266"
"241","0.2437162697315216","0.2437162697315216","0.2437162697315216","0.41349101066589355","0.41349101066589355","0.41349101066589355","0.1837800294160843","0.1837800294160843","0.1837800294160843","0.3497582972049713","0.3497582972049713","0.3497582972049713","0.2100551426410675","0.2100551426410675","0.2100551426410675","0.18689817190170288","0.18689817190170288","0.18689817190170288"
"242","0.20516391098499298","0.20516391098499298","0.20516391098499298","0.25656720995903015","0.25656720995903015","0.25656720995903015","0.17775851488113403","0.17775851488113403","0.17775851488113403","0.31409257650375366","0.31409257650375366","0.31409257650375366","0.5200991034507751","0.5200991034507751","0.5200991034507751","0.18298502266407013","0.18298502266407013","0.18298502266407013"
"243","0.1981271356344223","0.1981271356344223","0.1981271356344223","0.5352300405502319","0.5352300405502319","0.5352300405502319","0.21933943033218384","0.21933943033218384","0.21933943033218384","0.22118815779685974","0.22118815779685974","0.22118815779685974","0.28164616227149963","0.28164616227149963","0.28164616227149963","0.2049487829208374","0.2049487829208374","0.2049487829208374"
"244","0.21119806170463562","0.21119806170463562","0.21119806170463562","0.311816543340683","0.311816543340683","0.311816543340683","0.2758263349533081","0.2758263349533081","0.2758263349533081","0.2030494511127472","0.2030494511127472","0.2030494511127472","0.19821779429912567","0.19821779429912567","0.19821779429912567","0.5691334009170532","0.5691334009170532","0.5691334009170532"
"246","0.34691375494003296","0.34691375494003296","0.34691375494003296","0.2071586400270462","0.2071586400270462","0.2071586400270462","0.47322627902030945","0.47322627902030945","0.47322627902030945","0.21188496053218842","0.21188496053218842","0.21188496053218842","0.19045737385749817","0.19045737385749817","0.19045737385749817","0.3487861156463623","0.3487861156463623","0.3487861156463623"
"247","0.24888794124126434","0.24888794124126434","0.24888794124126434","0.21443456411361694","0.21443456411361694","0.21443456411361694","0.23892860114574432","0.23892860114574432","0.23892860114574432","0.21842604875564575","0.21842604875564575","0.21842604875564575","0.30809271335601807","0.30809271335601807","0.30809271335601807","0.44802314043045044","0.44802314043045044","0.44802314043045044"
"248","0.24744360148906708","0.24744360148906708","0.24744360148906708","0.222874715924263","0.222874715924263","0.222874715924263","0.962635338306427","0.962635338306427","0.962635338306427","0.3532421290874481","0.3532421290874481","0.3532421290874481","0.20076985657215118","0.20076985657215118","0.20076985657215118","0.31673920154571533","0.31673920154571533","0.31673920154571533"
"249","0.3947315514087677","0.3947315514087677","0.3947315514087677","0.20299792289733887","0.20299792289733887","0.20299792289733887","0.24443784356117249","0.24443784356117249","0.24443784356117249","0.21438881754875183","0.21438881754875183","0.21438881754875183","0.20164111256599426","0.20164111256599426","0.20164111256599426","0.6418560743331909","0.6418560743331909","0.6418560743331909"
"250","0.2556297481060028","0.2556297481060028","0.2556297481060028","0.22105377912521362","0.22105377912521362","0.22105377912521362","0.21247892081737518","0.21247892081737518","0.21247892081737518","0.20436260104179382","0.20436260104179382","0.20436260104179382","0.1748335063457489","0.1748335063457489","0.1748335063457489","0.34530264139175415","0.34530264139175415","0.34530264139175415"
"251","0.2607828974723816","0.2607828974723816","0.2607828974723816","0.21195435523986816","0.21195435523986816","0.21195435523986816","0.23445859551429749","0.23445859551429749","0.23445859551429749","0.18196895718574524","0.18196895718574524","0.18196895718574524","0.2093927562236786","0.2093927562236786","0.2093927562236786","0.22885310649871826","0.22885310649871826","0.22885310649871826"
"252","0.24953919649124146","0.24953919649124146","0.24953919649124146","0.18981008231639862","0.18981008231639862","0.18981008231639862","0.3420771360397339","0.3420771360397339","0.3420771360397339","0.17036157846450806","0.17036157846450806","0.17036157846450806","0.24848225712776184","0.24848225712776184","0.24848225712776184","0.2474908083677292","0.2474908083677292","0.2474908083677292"
"253","0.6010697484016418","0.6010697484016418","0.6010697484016418","0.19665072858333588","0.19665072858333588","0.19665072858333588","0.29583343863487244","0.29583343863487244","0.29583343863487244","0.17133137583732605","0.17133137583732605","0.17133137583732605","0.22125977277755737","0.22125977277755737","0.22125977277755737","0.22810837626457214","0.22810837626457214","0.22810837626457214"
"255","0.22049249708652496","0.22049249708652496","0.22049249708652496","0.1980057656764984","0.1980057656764984","0.1980057656764984","0.23572424054145813","0.23572424054145813","0.23572424054145813","0.1768762767314911","0.1768762767314911","0.1768762767314911","0.3833938539028168","0.3833938539028168","0.3833938539028168","0.2431095838546753","0.2431095838546753","0.2431095838546753"
"256","0.2565935254096985","0.2565935254096985","0.2565935254096985","0.1784329116344452","0.1784329116344452","0.1784329116344452","0.28005078434944153","0.28005078434944153","0.28005078434944153","0.1723356992006302","0.1723356992006302","0.1723356992006302","0.4221435487270355","0.4221435487270355","0.4221435487270355","0.21121463179588318","0.21121463179588318","0.21121463179588318"
"257","0.4375274181365967","0.4375274181365967","0.4375274181365967","0.1873534768819809","0.1873534768819809","0.1873534768819809","0.2541270852088928","0.2541270852088928","0.2541270852088928","0.1635597199201584","0.1635597199201584","0.1635597199201584","0.21834707260131836","0.21834707260131836","0.21834707260131836","0.1989774852991104","0.1989774852991104","0.1989774852991104"
"258","0.21785086393356323","0.21785086393356323","0.21785086393356323","0.1725873351097107","0.1725873351097107","0.1725873351097107","0.20692531764507294","0.20692531764507294","0.20692531764507294","0.23756657540798187","0.23756657540798187","0.23756657540798187","0.2186446487903595","0.2186446487903595","0.2186446487903595","0.1786336898803711","0.1786336898803711","0.1786336898803711"
"259","0.2054675668478012","0.2054675668478012","0.2054675668478012","0.17338863015174866","0.17338863015174866","0.17338863015174866","0.1966363489627838","0.1966363489627838","0.1966363489627838","0.3031018078327179","0.3031018078327179","0.3031018078327179","0.20623019337654114","0.20623019337654114","0.20623019337654114","0.17116890847682953","0.17116890847682953","0.17116890847682953"
"260","0.20508155226707458","0.20508155226707458","0.20508155226707458","0.17951904237270355","0.17951904237270355","0.17951904237270355","0.24466727674007416","0.24466727674007416","0.24466727674007416","0.2540608048439026","0.2540608048439026","0.2540608048439026","0.19795703887939453","0.19795703887939453","0.19795703887939453","0.18137158453464508","0.18137158453464508","0.18137158453464508"
"261","0.22023826837539673","0.22023826837539673","0.22023826837539673","0.1760217696428299","0.1760217696428299","0.1760217696428299","0.19572941958904266","0.19572941958904266","0.19572941958904266","0.21360106766223907","0.21360106766223907","0.21360106766223907","0.6231224536895752","0.6231224536895752","0.6231224536895752","0.17713375389575958","0.17713375389575958","0.17713375389575958"
"262","0.23349735140800476","0.23349735140800476","0.23349735140800476","0.17858058214187622","0.17858058214187622","0.17858058214187622","0.20329758524894714","0.20329758524894714","0.20329758524894714","0.1790388822555542","0.1790388822555542","0.1790388822555542","0.35624831914901733","0.35624831914901733","0.35624831914901733","0.18925009667873383","0.18925009667873383","0.18925009667873383"
"264","0.19599494338035583","0.19599494338035583","0.19599494338035583","0.1765231192111969","0.1765231192111969","0.1765231192111969","0.19151932001113892","0.19151932001113892","0.19151932001113892","0.19901634752750397","0.19901634752750397","0.19901634752750397","0.24126821756362915","0.24126821756362915","0.24126821756362915","0.18001848459243774","0.18001848459243774","0.18001848459243774"
"265","0.19133050739765167","0.19133050739765167","0.19133050739765167","0.17317739129066467","0.17317739129066467","0.17317739129066467","0.19664119184017181","0.19664119184017181","0.19664119184017181","0.3278419077396393","0.3278419077396393","0.3278419077396393","0.20221635699272156","0.20221635699272156","0.20221635699272156","0.17662064731121063","0.17662064731121063","0.17662064731121063"
"266","0.19434025883674622","0.19434025883674622","0.19434025883674622","0.20781585574150085","0.20781585574150085","0.20781585574150085","0.22608894109725952","0.22608894109725952","0.22608894109725952","0.2242465615272522","0.2242465615272522","0.2242465615272522","0.21078957617282867","0.21078957617282867","0.21078957617282867","0.18858663737773895","0.18858663737773895","0.18858663737773895"
"267","0.1943764090538025","0.1943764090538025","0.1943764090538025","0.18541213870048523","0.18541213870048523","0.18541213870048523","0.28410008549690247","0.28410008549690247","0.28410008549690247","0.20762132108211517","0.20762132108211517","0.20762132108211517","0.2031276524066925","0.2031276524066925","0.2031276524066925","0.31845295429229736","0.31845295429229736","0.31845295429229736"
"268","0.18674388527870178","0.18674388527870178","0.18674388527870178","0.1867930144071579","0.1867930144071579","0.1867930144071579","0.20317010581493378","0.20317010581493378","0.20317010581493378","0.21684832870960236","0.21684832870960236","0.21684832870960236","0.18113629519939423","0.18113629519939423","0.18113629519939423","0.37783971428871155","0.37783971428871155","0.37783971428871155"
"269","0.19216765463352203","0.19216765463352203","0.19216765463352203","0.19215306639671326","0.19215306639671326","0.19215306639671326","0.18124328553676605","0.18124328553676605","0.18124328553676605","0.19632583856582642","0.19632583856582642","0.19632583856582642","0.2087194323539734","0.2087194323539734","0.2087194323539734","0.2346171885728836","0.2346171885728836","0.2346171885728836"
"270","0.20669203996658325","0.20669203996658325","0.20669203996658325","0.2126694619655609","0.2126694619655609","0.2126694619655609","0.2061811089515686","0.2061811089515686","0.2061811089515686","0.18633191287517548","0.18633191287517548","0.18633191287517548","0.2172050178050995","0.2172050178050995","0.2172050178050995","0.22795821726322174","0.22795821726322174","0.22795821726322174"
"271","0.19666963815689087","0.19666963815689087","0.19666963815689087","0.19742383062839508","0.19742383062839508","0.19742383062839508","0.18532507121562958","0.18532507121562958","0.18532507121562958","0.36422696709632874","0.36422696709632874","0.36422696709632874","0.21051962673664093","0.21051962673664093","0.21051962673664093","0.299591600894928","0.299591600894928","0.299591600894928"
"273","0.20545576512813568","0.20545576512813568","0.20545576512813568","0.19410860538482666","0.19410860538482666","0.19410860538482666","0.2282094806432724","0.2282094806432724","0.2282094806432724","0.42735055088996887","0.42735055088996887","0.42735055088996887","0.2001260221004486","0.2001260221004486","0.2001260221004486","0.3053271174430847","0.3053271174430847","0.3053271174430847"
"274","0.19524332880973816","0.19524332880973816","0.19524332880973816","0.1769893616437912","0.1769893616437912","0.1769893616437912","0.18948596715927124","0.18948596715927124","0.18948596715927124","0.3252842128276825","0.3252842128276825","0.3252842128276825","0.2295999526977539","0.2295999526977539","0.2295999526977539","0.27003994584083557","0.27003994584083557","0.27003994584083557"
